label_avg_price_per_room,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,no_total_people,no_total_nights,season_group
2,2,0,1,0,Not Selected,0,Room_Type 1,31,2018,4,24,Online,0,0,0,0,2,1,Spring
3,2,0,2,4,Not Selected,0,Room_Type 1,79,2018,6,16,Online,0,0,0,0,2,6,Summer
3,2,0,1,2,Meal Plan 1,0,Room_Type 1,1,2017,10,9,Online,0,0,0,0,2,3,Autumn
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,21,2017,9,3,Online,0,0,0,0,2,2,Autumn
2,2,0,0,2,Not Selected,0,Room_Type 1,12,2018,9,14,Corporate,0,0,0,1,2,2,Autumn
1,2,0,1,0,Meal Plan 1,0,Room_Type 1,33,2018,2,8,Online,0,0,0,1,2,1,Winter
2,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,0,1,2,Autumn
2,2,0,0,3,Meal Plan 1,1,Room_Type 1,78,2018,3,24,Online,0,0,0,1,2,3,Spring
2,2,0,0,4,Meal Plan 1,0,Room_Type 4,18,2018,5,31,Online,0,0,0,0,2,4,Spring
3,2,0,1,2,Meal Plan 1,0,Room_Type 1,21,2018,8,15,Online,0,0,0,0,2,3,Summer
2,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,2017,11,9,Online,0,0,0,1,1,4,Autumn
3,3,0,2,1,Meal Plan 1,0,Room_Type 4,152,2018,8,13,Online,0,0,0,1,3,3,Summer
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,43,2017,10,2,Offline,0,0,0,0,2,5,Autumn
1,2,0,0,4,Not Selected,0,Room_Type 1,177,2018,7,26,Online,0,0,0,1,2,4,Summer
1,2,0,1,1,Not Selected,0,Room_Type 1,47,2018,5,21,Offline,0,0,0,0,2,2,Spring
3,3,0,0,3,Meal Plan 1,0,Room_Type 4,57,2018,9,7,Online,0,0,0,0,3,3,Autumn
1,2,0,2,4,Not Selected,0,Room_Type 1,60,2017,11,15,Online,0,0,0,1,2,6,Autumn
3,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,16,Online,0,0,0,0,2,1,Autumn
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Online,0,0,0,0,2,2,Autumn
2,2,0,0,3,Not Selected,0,Room_Type 1,71,2018,10,18,Online,0,0,0,1,2,3,Autumn
3,3,0,2,3,Meal Plan 2,0,Room_Type 4,111,2018,7,23,Online,0,0,0,1,3,5,Summer
3,3,0,1,1,Meal Plan 1,0,Room_Type 4,1,2018,6,11,Online,0,0,0,3,3,2,Summer
1,2,0,1,1,Not Selected,0,Room_Type 1,4,2018,1,16,Online,0,0,0,0,2,2,Winter
1,2,0,1,3,Meal Plan 1,0,Room_Type 4,25,2017,9,14,Online,0,0,0,1,2,4,Autumn
3,1,0,2,2,Meal Plan 1,0,Room_Type 1,209,2018,11,6,Online,0,0,0,1,1,4,Autumn
3,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Online,0,0,0,0,1,3,Autumn
1,2,0,2,5,Not Selected,0,Room_Type 1,53,2017,9,2,Online,0,0,0,2,2,7,Autumn
1,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,8,12,Complementary,1,0,1,1,1,2,Summer
1,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,2017,8,23,Complementary,0,0,0,1,1,3,Summer
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,302,2018,12,29,Online,0,0,0,2,2,3,Winter
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,0,2,2,Spring
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,16,2018,3,11,Corporate,0,0,0,0,1,1,Spring
3,2,0,2,4,Meal Plan 1,0,Room_Type 1,28,2018,8,28,Online,0,0,0,1,2,6,Summer
3,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Online,0,0,0,0,2,3,Spring
3,3,0,0,2,Meal Plan 1,0,Room_Type 4,57,2018,12,9,Online,0,0,0,2,3,2,Winter
2,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,6,12,Online,0,0,0,1,2,1,Summer
3,3,0,2,4,Meal Plan 1,0,Room_Type 4,109,2018,7,6,Online,0,0,0,4,3,6,Summer
2,1,0,0,2,Meal Plan 2,0,Room_Type 1,239,2018,6,15,Online,0,0,0,0,1,2,Summer
1,1,0,2,1,Meal Plan 1,0,Room_Type 1,33,2018,3,5,Online,0,0,0,2,1,3,Spring
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,11,2017,8,18,Online,0,0,0,1,2,3,Summer
3,3,0,2,5,Meal Plan 1,0,Room_Type 4,40,2018,4,21,Online,0,0,0,1,3,7,Spring
3,3,0,1,1,Meal Plan 1,0,Room_Type 4,45,2018,6,18,Offline,0,0,0,0,3,2,Summer
3,2,0,1,3,Not Selected,0,Room_Type 1,41,2018,5,9,Online,0,0,0,0,2,4,Spring
1,2,0,0,4,Not Selected,0,Room_Type 1,167,2018,6,28,Online,0,0,0,0,2,4,Summer
1,2,0,0,4,Not Selected,0,Room_Type 1,62,2018,3,9,Online,0,0,0,0,2,4,Spring
3,1,0,1,4,Meal Plan 1,0,Room_Type 1,113,2018,9,7,Online,0,0,0,0,1,5,Autumn
3,2,0,0,2,Not Selected,1,Room_Type 1,1,2018,8,10,Online,0,0,0,0,2,2,Summer
3,2,2,2,2,Meal Plan 1,0,Room_Type 6,84,2018,5,13,Online,0,0,0,1,4,4,Spring
2,0,2,2,2,Meal Plan 1,0,Room_Type 1,68,2018,4,24,Online,0,0,0,1,2,4,Spring
1,2,0,0,1,Meal Plan 1,0,Room_Type 2,9,2018,9,7,Complementary,1,0,3,1,2,1,Autumn
3,3,0,1,2,Meal Plan 1,0,Room_Type 1,245,2018,10,28,Online,0,0,0,0,3,3,Autumn
1,2,0,1,3,Meal Plan 1,0,Room_Type 1,80,2018,3,17,Online,0,0,0,1,2,4,Spring
3,2,0,1,1,Meal Plan 1,0,Room_Type 1,7,2018,8,22,Online,0,0,0,1,2,2,Summer
1,2,1,1,1,Meal Plan 1,0,Room_Type 1,128,2017,8,8,Online,0,0,0,2,3,2,Summer
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,100,2018,5,1,Online,0,0,0,1,2,3,Spring
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,118,2018,4,3,Online,0,0,0,1,2,3,Spring
2,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Online,0,0,0,0,1,3,Autumn
1,1,0,0,1,Meal Plan 2,0,Room_Type 1,41,2017,9,4,Offline,0,0,0,0,1,1,Autumn
2,2,0,2,2,Meal Plan 1,0,Room_Type 1,174,2018,8,13,Online,0,0,0,1,2,4,Summer
2,2,1,2,1,Meal Plan 2,0,Room_Type 1,27,2017,12,27,Offline,0,0,0,3,3,3,Winter
2,2,0,2,6,Meal Plan 1,0,Room_Type 1,2,2018,11,16,Online,0,0,0,2,2,8,Autumn
2,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,0,1,3,Autumn
3,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,0,1,2,Summer
1,2,0,2,1,Meal Plan 1,0,Room_Type 1,68,2018,1,2,Offline,1,1,0,1,2,3,Winter
2,2,0,1,2,Meal Plan 1,0,Room_Type 4,189,2018,10,28,Online,0,0,0,0,2,3,Autumn
2,2,0,1,0,Meal Plan 1,0,Room_Type 1,10,2018,5,16,Online,0,0,0,0,2,1,Spring
3,3,0,2,1,Meal Plan 1,0,Room_Type 4,19,2018,2,20,Online,0,0,0,1,3,3,Winter
3,2,0,0,2,Meal Plan 1,0,Room_Type 1,61,2018,3,23,Online,0,0,0,0,2,2,Spring
1,2,0,0,4,Meal Plan 1,0,Room_Type 4,95,2017,12,29,Offline,0,0,0,0,2,4,Winter
2,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,0,2,1,Autumn
3,2,0,1,3,Meal Plan 1,0,Room_Type 1,37,2018,8,1,Online,0,0,0,0,2,4,Summer
3,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,7,25,Online,0,0,0,1,2,1,Summer
3,2,2,0,2,Meal Plan 1,0,Room_Type 6,22,2018,9,16,Online,0,0,0,2,4,2,Autumn
1,2,0,2,1,Meal Plan 1,0,Room_Type 1,22,2017,12,26,Online,0,0,0,0,2,3,Winter
2,2,0,2,5,Meal Plan 1,0,Room_Type 1,151,2018,7,9,Online,0,0,0,0,2,7,Summer
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,26,2018,2,28,Offline,0,0,0,0,2,3,Winter
3,3,0,1,0,Meal Plan 1,0,Room_Type 4,27,2018,4,17,Online,0,0,0,0,3,1,Spring
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,79,2018,6,24,Offline,0,0,0,0,2,2,Summer
3,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,0,0,0,1,2,2,Summer
2,2,0,2,3,Meal Plan 1,0,Room_Type 4,189,2018,7,17,Online,0,0,0,1,2,5,Summer
3,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Online,0,0,0,1,2,2,Summer
3,3,0,1,2,Meal Plan 1,0,Room_Type 4,27,2018,2,22,Online,0,0,0,2,3,3,Winter
1,1,0,1,0,Meal Plan 1,0,Room_Type 1,51,2018,5,22,Corporate,1,0,3,0,1,1,Spring
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Online,0,0,0,0,2,2,Summer
3,2,1,1,2,Meal Plan 1,0,Room_Type 1,52,2018,7,8,Online,0,0,0,0,3,3,Summer
3,1,0,2,0,Meal Plan 1,0,Room_Type 1,13,2017,10,18,Online,0,0,0,0,1,2,Autumn
1,2,0,0,2,Not Selected,0,Room_Type 1,46,2018,11,11,Online,0,0,0,1,2,2,Autumn
3,3,0,2,1,Meal Plan 1,0,Room_Type 4,84,2018,8,28,Online,0,0,0,0,3,3,Summer
3,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,0,1,2,Summer
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,0,2,3,Autumn
3,2,0,0,2,Meal Plan 1,0,Room_Type 4,67,2018,5,27,Online,0,0,0,1,2,2,Spring
1,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,11,Online,0,0,0,0,2,1,Summer
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Online,0,0,0,0,2,2,Summer
2,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,2017,7,25,Online,0,0,0,0,2,3,Summer
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,12,15,Corporate,1,0,1,0,1,1,Winter
1,2,0,1,2,Meal Plan 1,0,Room_Type 4,32,2017,10,23,Offline,0,0,0,1,2,3,Autumn
1,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,2017,10,10,Offline,0,0,0,0,2,3,Autumn
3,2,0,2,2,Meal Plan 1,0,Room_Type 1,38,2018,10,2,Online,0,0,0,0,2,4,Autumn
2,2,0,1,1,Not Selected,0,Room_Type 1,175,2018,7,23,Online,0,0,0,1,2,2,Summer
3,2,0,0,3,Meal Plan 1,0,Room_Type 4,143,2018,8,18,Online,0,0,0,0,2,3,Summer
2,2,0,2,2,Meal Plan 1,0,Room_Type 4,127,2018,6,26,Online,0,0,0,1,2,4,Summer
3,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,9,8,Online,0,0,0,0,1,1,Autumn
2,2,1,2,5,Meal Plan 1,0,Room_Type 1,95,2018,12,21,Online,0,0,0,3,3,7,Winter
2,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,0,1,3,Summer
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,45,2018,11,10,Offline,0,0,0,0,2,3,Autumn
3,3,0,1,1,Meal Plan 1,0,Room_Type 4,69,2018,7,25,Online,0,0,0,0,3,2,Summer
2,2,0,0,1,Not Selected,0,Room_Type 1,57,2018,9,7,Online,0,0,0,3,2,1,Autumn
1,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,2018,8,24,Complementary,1,0,4,4,1,2,Summer
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,0,2,2,Summer
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,24,Online,0,0,0,1,2,1,Winter
3,3,0,1,1,Meal Plan 1,0,Room_Type 4,89,2018,8,15,Online,0,0,0,1,3,2,Summer
1,2,0,0,4,Meal Plan 1,0,Room_Type 1,85,2018,3,29,Online,0,0,0,0,2,4,Spring
2,1,0,0,1,Meal Plan 1,1,Room_Type 4,4,2018,7,1,Corporate,1,0,3,1,1,1,Summer
3,1,0,2,6,Meal Plan 1,0,Room_Type 1,11,2018,7,5,Online,0,0,0,0,1,8,Summer
3,1,0,1,1,Meal Plan 1,0,Room_Type 1,12,2018,7,11,Online,0,0,0,1,1,2,Summer
3,2,0,2,2,Meal Plan 1,0,Room_Type 4,77,2018,5,14,Online,0,0,0,1,2,4,Spring
3,2,1,1,1,Meal Plan 1,0,Room_Type 6,14,2018,10,22,Online,0,0,0,1,3,2,Autumn
1,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Online,0,0,0,0,1,3,Winter
1,2,0,1,3,Meal Plan 1,0,Room_Type 1,133,2018,6,13,Offline,0,0,0,0,2,4,Summer
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,8,10,Offline,0,0,0,1,2,3,Summer
2,2,0,2,0,Meal Plan 1,0,Room_Type 1,19,2018,9,18,Offline,0,0,0,0,2,2,Autumn
2,2,0,2,2,Meal Plan 1,0,Room_Type 4,86,2018,9,3,Offline,0,0,0,3,2,4,Autumn
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,23,2017,10,16,Online,0,0,0,2,2,2,Autumn
3,2,0,0,1,Meal Plan 1,0,Room_Type 1,65,2018,9,22,Online,0,0,0,1,2,1,Autumn
3,2,0,0,2,Meal Plan 1,0,Room_Type 4,1,2018,11,16,Online,0,0,0,1,2,2,Autumn
1,2,0,0,1,Meal Plan 1,0,Room_Type 4,66,2017,11,19,Online,0,0,0,2,2,1,Autumn
1,3,0,1,4,Meal Plan 1,0,Room_Type 1,50,2018,2,22,Online,0,0,0,1,3,5,Winter
3,2,0,2,3,Meal Plan 2,0,Room_Type 1,87,2018,6,26,Online,0,0,0,0,2,5,Summer
1,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,1,2,2,Spring
3,2,0,2,3,Meal Plan 2,0,Room_Type 1,39,2018,8,13,Online,0,0,0,2,2,5,Summer
3,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Online,0,0,0,1,2,2,Autumn
3,2,2,0,5,Meal Plan 1,0,Room_Type 6,22,2017,12,29,Online,0,0,0,0,4,5,Winter
1,2,0,2,2,Meal Plan 1,0,Room_Type 4,102,2018,7,10,Offline,0,0,0,0,2,4,Summer
3,4,0,0,3,Meal Plan 1,0,Room_Type 7,86,2018,10,20,Online,0,0,0,1,4,3,Autumn
3,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,0,2,4,Autumn
1,2,0,2,6,Meal Plan 1,0,Room_Type 1,36,2018,12,10,Online,0,0,0,1,2,8,Winter
3,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,10,4,Online,0,0,0,1,2,3,Autumn
2,2,0,0,2,Meal Plan 1,0,Room_Type 4,115,2018,10,27,Online,0,0,0,0,2,2,Autumn
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,3,23,Corporate,1,0,12,0,1,1,Spring
1,2,0,1,3,Not Selected,0,Room_Type 1,35,2018,3,3,Online,0,0,0,0,2,4,Spring
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,17,2018,5,21,Offline,0,0,0,0,2,3,Spring
3,2,0,4,11,Meal Plan 1,0,Room_Type 4,237,2018,9,13,Online,0,0,0,1,2,15,Autumn
3,2,0,0,4,Meal Plan 1,0,Room_Type 1,125,2018,9,7,Online,0,0,0,2,2,4,Autumn
3,2,2,2,2,Meal Plan 1,0,Room_Type 6,32,2018,12,2,Online,0,0,0,0,4,4,Winter
3,2,0,2,0,Not Selected,0,Room_Type 1,5,2018,9,18,Offline,0,0,0,0,2,2,Autumn
3,2,0,2,1,Meal Plan 1,0,Room_Type 1,91,2018,6,19,Online,0,0,0,0,2,3,Summer
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,0,2,2,Autumn
3,3,0,2,1,Meal Plan 1,0,Room_Type 4,9,2018,3,20,Online,0,0,0,1,3,3,Spring
3,3,0,1,3,Meal Plan 1,0,Room_Type 4,155,2018,12,26,Online,0,0,0,1,3,4,Winter
3,2,2,0,1,Meal Plan 1,0,Room_Type 6,0,2018,5,14,Online,0,0,0,0,4,1,Spring
1,1,0,0,3,Meal Plan 1,0,Room_Type 1,11,2017,9,15,Corporate,0,0,0,0,1,3,Autumn
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,19,Corporate,0,0,0,0,1,1,Winter
1,2,1,1,4,Meal Plan 1,0,Room_Type 1,86,2018,3,23,Offline,0,0,0,0,3,5,Spring
1,1,0,0,1,Meal Plan 1,1,Room_Type 1,18,2018,10,18,Corporate,1,3,19,0,1,1,Autumn
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,58,2018,3,4,Online,0,0,0,1,2,2,Spring
1,2,0,2,1,Not Selected,0,Room_Type 1,54,2018,4,30,Offline,0,0,0,0,2,3,Spring
3,2,1,2,3,Meal Plan 1,0,Room_Type 1,25,2018,7,23,Online,0,0,0,1,3,5,Summer
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,107,2017,9,9,Online,0,0,0,1,2,2,Autumn
2,1,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,0,1,4,Autumn
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Online,0,0,0,0,2,3,Spring
1,2,0,0,1,Not Selected,0,Room_Type 1,29,2018,3,18,Online,0,0,0,0,2,1,Spring
1,2,0,0,1,Meal Plan 1,0,Room_Type 1,221,2018,8,12,Online,0,0,0,0,2,1,Summer
2,2,0,2,2,Meal Plan 1,0,Room_Type 1,213,2018,10,1,Online,0,0,0,2,2,4,Autumn
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,2018,9,9,Online,0,0,0,0,2,3,Autumn
1,2,0,1,2,Meal Plan 1,0,Room_Type 2,81,2018,1,29,Online,0,0,0,2,2,3,Winter
2,2,0,0,1,Not Selected,0,Room_Type 1,23,2018,4,8,Online,0,0,0,0,2,1,Spring
3,2,0,0,3,Meal Plan 1,0,Room_Type 1,26,2017,9,17,Online,0,0,0,1,2,3,Autumn
3,2,0,2,1,Meal Plan 1,0,Room_Type 1,20,2018,6,18,Online,0,0,0,1,2,3,Summer
3,2,1,1,3,Meal Plan 1,0,Room_Type 6,124,2018,12,26,Online,0,0,0,2,3,4,Winter
3,3,0,0,3,Meal Plan 1,0,Room_Type 4,85,2018,8,3,Online,0,0,0,0,3,3,Summer
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,167,2018,8,6,Online,0,0,0,0,2,1,Summer
3,2,0,1,3,Meal Plan 1,0,Room_Type 1,71,2018,5,30,Online,0,0,0,1,2,4,Spring
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,11,4,Online,0,0,0,2,2,2,Autumn
3,1,0,0,1,Not Selected,0,Room_Type 1,37,2018,5,13,Online,0,0,0,0,1,1,Spring
3,3,0,2,2,Meal Plan 1,0,Room_Type 4,76,2018,5,29,Online,0,0,0,0,3,4,Spring
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,13,2018,1,20,Offline,0,0,0,0,1,1,Winter
1,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,6,27,Complementary,0,0,0,0,1,1,Summer
1,2,0,1,2,Meal Plan 1,0,Room_Type 4,75,2017,12,7,Offline,0,0,0,0,2,3,Winter
2,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,4,5,Corporate,1,0,1,1,1,1,Spring
3,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Online,0,0,0,1,2,2,Autumn
2,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,Offline,0,0,0,1,2,2,Spring
1,2,0,1,3,Not Selected,0,Room_Type 1,122,2018,11,14,Online,0,0,0,2,2,4,Autumn
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,224,2017,10,2,Offline,0,0,0,0,2,3,Autumn
2,2,0,2,2,Meal Plan 1,0,Room_Type 1,24,2018,5,29,Online,0,0,0,2,2,4,Spring
3,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Online,0,0,0,0,1,4,Autumn
3,3,0,1,1,Meal Plan 1,0,Room_Type 4,25,2018,7,2,Online,0,0,0,0,3,2,Summer
3,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,8,4,Online,0,0,0,0,1,1,Summer
1,2,0,0,4,Not Selected,0,Room_Type 1,236,2018,9,27,Online,0,0,0,1,2,4,Autumn
2,2,0,2,3,Meal Plan 1,0,Room_Type 1,120,2018,4,8,Online,0,0,0,0,2,5,Spring
3,2,0,1,3,Meal Plan 2,1,Room_Type 4,12,2018,3,24,Online,0,0,0,1,2,4,Spring
2,2,0,2,4,Meal Plan 1,0,Room_Type 1,224,2018,9,3,Online,0,0,0,1,2,6,Autumn
1,1,0,0,4,Meal Plan 2,0,Room_Type 1,33,2017,10,21,Offline,0,0,0,0,1,4,Autumn
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,24,2018,5,13,Complementary,0,0,0,0,2,2,Spring
3,2,0,0,1,Meal Plan 1,0,Room_Type 4,22,2017,9,8,Online,0,0,0,1,2,1,Autumn
3,2,0,0,3,Meal Plan 1,0,Room_Type 1,10,2017,10,20,Online,0,0,0,1,2,3,Autumn
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,15,2018,2,16,Online,0,0,0,1,2,2,Winter
3,2,0,0,5,Meal Plan 2,0,Room_Type 1,230,2018,9,6,Online,0,0,0,0,2,5,Autumn
1,2,0,0,4,Meal Plan 1,0,Room_Type 1,54,2018,3,16,Offline,0,0,0,0,2,4,Spring
1,2,0,0,1,Meal Plan 1,0,Room_Type 1,45,2017,10,23,Online,0,0,0,0,2,1,Autumn
3,3,0,1,3,Meal Plan 2,0,Room_Type 4,63,2018,10,24,Online,0,0,0,2,3,4,Autumn
2,2,0,2,1,Not Selected,0,Room_Type 1,166,2018,8,6,Online,0,0,0,1,2,3,Summer
2,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,2018,8,22,Online,0,0,0,0,2,5,Summer
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,136,2018,8,13,Online,0,0,0,1,2,3,Summer
1,2,0,1,3,Meal Plan 1,0,Room_Type 1,37,2018,3,10,Online,0,0,0,2,2,4,Spring
3,2,0,0,4,Meal Plan 1,0,Room_Type 1,66,2018,5,11,Online,0,0,0,1,2,4,Spring
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,11,2017,10,23,Offline,0,0,0,0,1,1,Autumn
1,1,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,4,1,Corporate,1,0,3,1,1,1,Spring
3,2,0,2,2,Meal Plan 1,0,Room_Type 4,7,2018,6,19,Online,0,0,0,1,2,4,Summer
1,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,2017,10,13,Offline,0,0,0,0,2,1,Autumn
3,2,0,3,5,Meal Plan 1,0,Room_Type 4,5,2018,4,4,Online,0,0,0,0,2,8,Spring
3,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,0,0,0,1,2,2,Summer
2,2,0,2,1,Not Selected,0,Room_Type 1,24,2018,10,16,Online,0,0,0,1,2,3,Autumn
3,1,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,10,14,Offline,0,0,0,0,1,1,Autumn
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,52,2018,11,19,Online,0,0,0,2,2,3,Autumn
3,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,0,2,1,Summer
2,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,6,8,Offline,0,0,0,1,1,1,Summer
3,2,0,0,5,Meal Plan 1,0,Room_Type 1,230,2018,9,6,Online,0,0,0,1,2,5,Autumn
2,2,1,1,3,Meal Plan 1,0,Room_Type 1,92,2018,10,31,Online,0,0,0,1,3,4,Autumn
2,1,0,0,3,Not Selected,0,Room_Type 1,2,2018,5,31,Online,0,0,0,0,1,3,Spring
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,0,2,2,Autumn
2,2,0,0,1,Not Selected,0,Room_Type 1,82,2018,6,23,Online,0,0,0,0,2,1,Summer
2,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,0,1,3,Autumn
2,2,0,2,2,Meal Plan 1,0,Room_Type 4,147,2018,7,1,Online,0,0,0,2,2,4,Summer
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,8,26,Corporate,0,0,0,0,1,1,Summer
2,2,0,2,6,Meal Plan 1,0,Room_Type 1,166,2018,8,18,Online,0,0,0,0,2,8,Summer
3,2,0,1,3,Meal Plan 2,1,Room_Type 1,28,2018,4,11,Online,0,0,0,2,2,4,Spring
2,2,0,1,2,Meal Plan 2,0,Room_Type 1,309,2018,5,13,Online,0,0,0,0,2,3,Spring
3,2,0,1,3,Meal Plan 2,1,Room_Type 1,54,2018,7,4,Online,0,0,0,0,2,4,Summer
1,2,0,1,3,Not Selected,1,Room_Type 1,49,2018,12,8,Online,0,0,0,2,2,4,Winter
3,2,1,0,1,Meal Plan 1,1,Room_Type 1,1,2018,6,18,Online,0,0,0,2,3,1,Summer
1,2,0,2,1,Meal Plan 1,0,Room_Type 1,0,2017,12,27,Offline,0,0,0,0,2,3,Winter
2,2,0,2,1,Meal Plan 2,0,Room_Type 1,4,2017,8,8,Offline,0,0,0,0,2,3,Summer
2,2,0,0,4,Meal Plan 1,0,Room_Type 1,60,2017,12,9,Online,0,0,0,1,2,4,Winter
1,2,0,0,1,Meal Plan 1,0,Room_Type 1,157,2017,8,14,Online,0,0,0,1,2,1,Summer
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,2018,4,8,Offline,0,0,0,0,2,5,Spring
2,2,0,1,1,Not Selected,0,Room_Type 1,38,2018,9,26,Online,0,0,0,0,2,2,Autumn
3,2,2,2,1,Meal Plan 1,0,Room_Type 7,30,2018,6,12,Online,0,0,0,0,4,3,Summer
3,2,0,0,1,Meal Plan 1,1,Room_Type 1,2,2018,10,11,Online,0,0,0,2,2,1,Autumn
1,2,0,3,7,Not Selected,0,Room_Type 1,217,2018,12,5,Online,0,0,0,1,2,10,Winter
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,0,2,3,Summer
2,2,0,0,3,Not Selected,0,Room_Type 1,179,2018,10,19,Online,0,0,0,2,2,3,Autumn
